time,open,high,low,close,Volume,Volume MA
2025-01-14T10:00:00Z,1.02592,1.02633,1.02515,1.02536,20593,20327.15
2025-01-14T12:00:00Z,1.02536,1.02721,1.0239,1.02528,45677,22011.75
2025-01-14T14:00:00Z,1.02528,1.02955,1.0243200000000001,1.02946,49750,24279.5
2025-01-14T16:00:00Z,1.02946,1.03041,1.02787,1.02879,33180,25304.85
2025-01-14T18:00:00Z,1.02879,1.03053,1.02863,1.02977,13273,25310.25
2025-01-14T20:00:00Z,1.02977,1.03082,1.02961,1.03072,11701,25340.85
2025-01-14T22:00:00Z,1.03072,1.03078,1.03003,1.03058,2761,24380.65
2025-01-15T00:00:00Z,1.03058,1.03058,1.02975,1.0299800000000001,10265,22372.7
2025-01-15T02:00:00Z,1.0299800000000001,1.03019,1.02949,1.03014,7686,21256.85
2025-01-15T04:00:00Z,1.03014,1.03049,1.02922,1.0293,8343,20011.15
2025-01-15T06:00:00Z,1.0293,1.03079,1.02862,1.03054,24410,19461.8
2025-01-15T08:00:00Z,1.03054,1.03169,1.02938,1.0309300000000001,26514,19525.55
2025-01-15T10:00:00Z,1.0309300000000001,1.03139,1.02992,1.03008,19324,19758.95
2025-01-15T12:00:00Z,1.03008,1.03541,1.0293,1.03441,51149,21595.15
2025-01-15T14:00:00Z,1.03441,1.03454,1.02984,1.03058,54750,23780.15
2025-01-15T16:00:00Z,1.03058,1.03075,1.02582,1.02852,38060,24719.1
2025-01-15T18:00:00Z,1.02852,1.02943,1.0284,1.02929,15402,24932.4
2025-01-15T20:00:00Z,1.02929,1.02987,1.02878,1.02885,10962,25071.7
2025-01-15T22:00:00Z,1.02885,1.02951,1.02835,1.02947,3572,24026.1
2025-01-16T00:00:00Z,1.02947,1.02995,1.02841,1.02891,17698,23253.5
2025-01-16T02:00:00Z,1.02891,1.02927,1.0284200000000001,1.02886,12295,22838.6
2025-01-16T04:00:00Z,1.02886,1.02935,1.02805,1.0282,8124,20960.95
2025-01-16T06:00:00Z,1.0282,1.03012,1.02819,1.0297100000000001,18966,19421.75
2025-01-16T08:00:00Z,1.0297100000000001,1.02995,1.02812,1.02858,24804,19002.95
2025-01-16T10:00:00Z,1.02858,1.02958,1.02824,1.02898,17719,19225.25
2025-01-16T12:00:00Z,1.02898,1.02898,1.02599,1.02812,41274,20703.9
2025-01-16T14:00:00Z,1.02812,1.03054,1.02675,1.03005,55700,23350.85
2025-01-16T16:00:00Z,1.03005,1.03148,1.02856,1.02961,44159,25045.55
2025-01-16T18:00:00Z,1.02961,1.03074,1.02931,1.0301500000000001,16986,25510.55
