time,open,high,low,close,Volume,Volume MA
2025-11-19T19:03:00Z,89265,89275,89190,89190,7,14.15
2025-11-19T19:04:00Z,89210,89265,89175,89265,7,13.6
2025-11-19T19:05:00Z,89220,89320,89205,89300,12,13.45
2025-11-19T19:06:00Z,89325,89370,89210,89215,11,13.65
2025-11-19T19:07:00Z,89155,89155,89115,89150,13,13.85
2025-11-19T19:08:00Z,89175,89270,89175,89260,12,13.9
2025-11-19T19:09:00Z,89260,89450,89255,89425,60,16.2
2025-11-19T19:10:00Z,89415,89415,89250,89250,13,15.55
2025-11-19T19:11:00Z,89260,89260,89100,89100,13,15.3
2025-11-19T19:12:00Z,89070,89095,89070,89095,2,14.55
2025-11-19T19:13:00Z,89065,89065,89000,89000,11,14.95
2025-11-19T19:14:00Z,89075,89190,89075,89165,7,14.65
2025-11-19T19:15:00Z,89185,89185,89080,89090,5,13.25
2025-11-19T19:16:00Z,89115,89160,89115,89130,7,13.25
2025-11-19T19:17:00Z,89110,89130,89005,89130,11,12.3
2025-11-19T19:18:00Z,89135,89235,89135,89205,9,11.85
2025-11-19T19:19:00Z,89185,89190,89130,89175,10,11.9
2025-11-19T19:20:00Z,89145,89145,89100,89105,6,11.85
2025-11-19T19:21:00Z,89100,89135,89080,89125,7,11.3
2025-11-19T19:22:00Z,89080,89080,89080,89080,4,11.35
2025-11-19T19:23:00Z,89020,89020,88945,88995,10,11.5
2025-11-19T19:24:00Z,89015,89050,88990,89050,11,11.7
2025-11-19T19:25:00Z,89005,89050,89005,89010,9,11.55
2025-11-19T19:26:00Z,88975,88975,88880,88900,8,11.4
2025-11-19T19:27:00Z,88905,88945,88900,88920,15,11.5
2025-11-19T19:28:00Z,88990,88990,88935,88935,8,11.3
2025-11-19T19:29:00Z,88980,88985,88945,88985,8,8.7
2025-11-19T19:30:00Z,88945,89050,88945,89025,14,8.75
2025-11-19T19:31:00Z,89000,89000,88910,88910,7,8.45
2025-11-19T19:32:00Z,88900,88970,88895,88930,12,8.95
2025-11-19T19:33:00Z,88865,88880,88835,88870,9,8.85
2025-11-19T19:34:00Z,88900,88945,88880,88905,22,9.6
2025-11-19T19:35:00Z,88940,89005,88905,88990,29,10.8
2025-11-19T19:36:00Z,89000,89000,88895,88895,7,10.8
2025-11-19T19:37:00Z,88875,88935,88875,88900,27,11.6
2025-11-19T19:38:00Z,88870,88870,88795,88800,13,11.8
2025-11-19T19:39:00Z,88805,88855,88720,88740,30,12.8
2025-11-19T19:40:00Z,88710,88840,88660,88820,18,13.4
2025-11-19T19:41:00Z,88810,88825,88775,88805,8,13.45
2025-11-19T19:42:00Z,88830,88910,88675,88770,45,15.5
2025-11-19T19:43:00Z,88785,88785,88725,88735,22,16.1
2025-11-19T19:44:00Z,88715,88755,88715,88750,9,16
2025-11-19T19:45:00Z,88755,88820,88755,88820,10,16.05
2025-11-19T19:46:00Z,88775,88775,88705,88705,10,16.15
2025-11-19T19:47:00Z,88720,88730,88645,88710,13,16.05
2025-11-19T19:48:00Z,88685,88760,88655,88720,13,16.3
2025-11-19T19:49:00Z,88725,88805,88725,88800,9,16.35
2025-11-19T19:50:00Z,88870,88890,88840,88855,16,16.45
2025-11-19T19:51:00Z,88905,89025,88905,88990,42,18.2
2025-11-19T19:52:00Z,88965,89045,88955,88975,32,19.2
2025-11-19T19:53:00Z,89020,89030,88980,89030,7,19.1
2025-11-19T19:54:00Z,89025,89115,89025,89075,21,19.05
2025-11-19T19:55:00Z,89110,89135,89080,89090,27,18.95
2025-11-19T19:56:00Z,89115,89115,89045,89085,12,19.2
2025-11-19T19:57:00Z,89065,89065,88950,88950,13,18.5
2025-11-19T19:58:00Z,88970,88980,88825,88825,25,19.1
2025-11-19T19:59:00Z,88865,88890,88850,88860,9,18.05
2025-11-19T20:00:00Z,88880,88905,88870,88870,8,17.55
2025-11-19T20:01:00Z,88905,88915,88860,88890,15,17.9
2025-11-19T20:02:00Z,88880,88880,88800,88800,14,16.35
2025-11-19T20:03:00Z,88780,88805,88755,88755,6,15.55
2025-11-19T20:04:00Z,88735,88750,88700,88700,12,15.7
2025-11-19T20:05:00Z,88705,88740,88685,88700,8,15.6
